couldn't open "transcript": permission denied
# UVM_INFO uvm_scoreboard.sv(69) @ 6720: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: e --- DUT Read Data: e
# UVM_INFO uvm_scoreboard.sv(69) @ 6790: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: e --- DUT Read Data: e
# UVM_INFO uvm_scoreboard.sv(69) @ 6860: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: e --- DUT Read Data: e
# UVM_INFO uvm_scoreboard.sv(69) @ 6930: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: e --- DUT Read Data: e
# UVM_INFO uvm_scoreboard.sv(69) @ 7070: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: e --- DUT Read Data: e
# UVM_INFO uvm_scoreboard.sv(69) @ 7140: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: e --- DUT Read Data: e
# UVM_INFO uvm_scoreboard.sv(69) @ 7280: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: e --- DUT Read Data: e
# UVM_INFO uvm_scoreboard.sv(69) @ 7420: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: e --- DUT Read Data: e
# UVM_INFO uvm_scoreboard.sv(69) @ 7490: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: e --- DUT Read Data: e
# UVM_INFO uvm_scoreboard.sv(69) @ 7560: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: e --- DUT Read Data: e
# UVM_INFO uvm_scoreboard.sv(69) @ 7630: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: e --- DUT Read Data: e
# UVM_INFO uvm_scoreboard.sv(69) @ 7700: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: e --- DUT Read Data: e
# UVM_INFO uvm_scoreboard.sv(69) @ 7770: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: e --- DUT Read Data: e
# UVM_INFO uvm_scoreboard.sv(69) @ 7840: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: e --- DUT Read Data: e
# UVM_INFO uvm_scoreboard.sv(69) @ 7980: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: e --- DUT Read Data: e
# UVM_INFO uvm_scoreboard.sv(69) @ 8050: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: e --- DUT Read Data: e
# UVM_INFO uvm_scoreboard.sv(69) @ 8120: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: e --- DUT Read Data: e
# UVM_INFO uvm_scoreboard.sv(69) @ 8190: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: e --- DUT Read Data: e
# UVM_INFO uvm_scoreboard.sv(69) @ 8330: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: e --- DUT Read Data: e
# UVM_INFO uvm_scoreboard.sv(69) @ 8470: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: e --- DUT Read Data: e
# UVM_INFO uvm_scoreboard.sv(69) @ 8540: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: e --- DUT Read Data: e
# UVM_INFO uvm_scoreboard.sv(69) @ 8610: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: e --- DUT Read Data: e
# UVM_INFO uvm_scoreboard.sv(69) @ 8680: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: e --- DUT Read Data: e
# UVM_INFO uvm_scoreboard.sv(69) @ 8750: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: e --- DUT Read Data: e
# UVM_INFO uvm_scoreboard.sv(69) @ 8820: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: e --- DUT Read Data: e
# UVM_INFO uvm_scoreboard.sv(69) @ 8890: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: e --- DUT Read Data: e
# UVM_INFO uvm_scoreboard.sv(69) @ 9030: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 46 --- DUT Read Data: 46
# UVM_INFO uvm_scoreboard.sv(69) @ 9100: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 52 --- DUT Read Data: 52
# UVM_INFO uvm_scoreboard.sv(69) @ 9170: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 38 --- DUT Read Data: 38
# UVM_INFO uvm_scoreboard.sv(69) @ 9240: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 3f --- DUT Read Data: 3f
# UVM_INFO uvm_scoreboard.sv(69) @ 9310: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 14 --- DUT Read Data: 14
# UVM_INFO uvm_scoreboard.sv(69) @ 9450: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: d --- DUT Read Data: d
# UVM_INFO uvm_scoreboard.sv(69) @ 9940: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 32 --- DUT Read Data: 32
# UVM_INFO uvm_scoreboard.sv(69) @ 10010: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 28 --- DUT Read Data: 28
# UVM_INFO uvm_scoreboard.sv(69) @ 10150: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 2b --- DUT Read Data: 2b
# UVM_INFO uvm_scoreboard.sv(69) @ 10220: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: b --- DUT Read Data: b
# UVM_INFO uvm_scoreboard.sv(69) @ 10500: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 30 --- DUT Read Data: 30
# UVM_INFO uvm_scoreboard.sv(69) @ 11130: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 52 --- DUT Read Data: 52
# UVM_INFO uvm_scoreboard.sv(69) @ 11270: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 55 --- DUT Read Data: 55
# UVM_INFO uvm_scoreboard.sv(69) @ 11410: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 5c --- DUT Read Data: 5c
# UVM_INFO uvm_scoreboard.sv(69) @ 11480: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 17 --- DUT Read Data: 17
# UVM_INFO uvm_scoreboard.sv(69) @ 11620: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 57 --- DUT Read Data: 57
# UVM_INFO uvm_scoreboard.sv(69) @ 11690: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 2b --- DUT Read Data: 2b
# UVM_INFO uvm_scoreboard.sv(69) @ 11760: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 23 --- DUT Read Data: 23
# UVM_INFO uvm_scoreboard.sv(69) @ 11830: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 38 --- DUT Read Data: 38
# UVM_INFO uvm_scoreboard.sv(69) @ 11900: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 38 --- DUT Read Data: 38
# UVM_INFO uvm_scoreboard.sv(69) @ 11970: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 11 --- DUT Read Data: 11
# UVM_INFO uvm_scoreboard.sv(69) @ 12320: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 28 --- DUT Read Data: 28
# UVM_INFO uvm_scoreboard.sv(69) @ 12390: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 4e --- DUT Read Data: 4e
# UVM_INFO uvm_scoreboard.sv(69) @ 12460: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: b --- DUT Read Data: b
# UVM_INFO uvm_scoreboard.sv(69) @ 13090: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 28 --- DUT Read Data: 28
# UVM_INFO uvm_scoreboard.sv(69) @ 13160: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 1d --- DUT Read Data: 1d
# UVM_INFO uvm_scoreboard.sv(69) @ 13300: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 1d --- DUT Read Data: 1d
# UVM_INFO uvm_scoreboard.sv(69) @ 13440: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 1d --- DUT Read Data: 1d
# UVM_INFO uvm_scoreboard.sv(69) @ 13510: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 1d --- DUT Read Data: 1d
# UVM_INFO uvm_scoreboard.sv(69) @ 13580: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 1d --- DUT Read Data: 1d
# UVM_INFO uvm_scoreboard.sv(69) @ 13720: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 1d --- DUT Read Data: 1d
# UVM_INFO uvm_scoreboard.sv(69) @ 13790: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 1d --- DUT Read Data: 1d
# UVM_INFO uvm_scoreboard.sv(69) @ 13860: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 1d --- DUT Read Data: 1d
# UVM_INFO uvm_scoreboard.sv(69) @ 13930: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 1d --- DUT Read Data: 1d
# UVM_INFO uvm_scoreboard.sv(69) @ 14000: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 1d --- DUT Read Data: 1d
# UVM_INFO uvm_scoreboard.sv(69) @ 14070: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 1d --- DUT Read Data: 1d
# UVM_INFO uvm_scoreboard.sv(69) @ 14210: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 1d --- DUT Read Data: 1d
# UVM_INFO uvm_scoreboard.sv(69) @ 14350: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 1d --- DUT Read Data: 1d
# UVM_INFO uvm_scoreboard.sv(69) @ 14420: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 1d --- DUT Read Data: 1d
# UVM_INFO uvm_scoreboard.sv(69) @ 14630: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 1d --- DUT Read Data: 1d
# UVM_INFO uvm_scoreboard.sv(69) @ 15190: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 1d --- DUT Read Data: 1d
# UVM_INFO uvm_scoreboard.sv(69) @ 15330: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 1d --- DUT Read Data: 1d
# UVM_INFO uvm_scoreboard.sv(69) @ 15470: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 1d --- DUT Read Data: 1d
# UVM_INFO uvm_scoreboard.sv(69) @ 15540: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 1d --- DUT Read Data: 1d
# UVM_INFO uvm_scoreboard.sv(69) @ 15610: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 1d --- DUT Read Data: 1d
# UVM_INFO uvm_scoreboard.sv(69) @ 15680: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 1d --- DUT Read Data: 1d
# UVM_INFO uvm_scoreboard.sv(69) @ 15750: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 1d --- DUT Read Data: 1d
# UVM_INFO uvm_scoreboard.sv(69) @ 15820: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 1d --- DUT Read Data: 1d
# UVM_INFO uvm_scoreboard.sv(69) @ 15890: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 1d --- DUT Read Data: 1d
# UVM_INFO uvm_scoreboard.sv(69) @ 15960: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 1d --- DUT Read Data: 1d
# UVM_INFO uvm_scoreboard.sv(69) @ 16030: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 1d --- DUT Read Data: 1d
# UVM_INFO uvm_scoreboard.sv(69) @ 16100: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 1d --- DUT Read Data: 1d
# UVM_INFO uvm_scoreboard.sv(69) @ 16170: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 1d --- DUT Read Data: 1d
# UVM_INFO uvm_scoreboard.sv(69) @ 16380: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 1d --- DUT Read Data: 1d
# UVM_INFO uvm_scoreboard.sv(69) @ 16450: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 1d --- DUT Read Data: 1d
# UVM_INFO uvm_scoreboard.sv(69) @ 16520: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 1d --- DUT Read Data: 1d
# UVM_INFO uvm_scoreboard.sv(69) @ 16730: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 1d --- DUT Read Data: 1d
# UVM_INFO uvm_scoreboard.sv(69) @ 16800: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 1d --- DUT Read Data: 1d
# UVM_INFO uvm_scoreboard.sv(69) @ 16870: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 1d --- DUT Read Data: 1d
# UVM_INFO uvm_scoreboard.sv(69) @ 16940: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 39 --- DUT Read Data: 39
# UVM_INFO uvm_scoreboard.sv(69) @ 17010: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 5f --- DUT Read Data: 5f
# UVM_INFO uvm_scoreboard.sv(69) @ 17080: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 3 --- DUT Read Data: 3
# UVM_INFO uvm_scoreboard.sv(69) @ 17150: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: e --- DUT Read Data: e
# UVM_INFO uvm_scoreboard.sv(69) @ 17220: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 9 --- DUT Read Data: 9
# UVM_INFO uvm_scoreboard.sv(69) @ 17500: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 2a --- DUT Read Data: 2a
# UVM_INFO uvm_scoreboard.sv(69) @ 17570: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 56 --- DUT Read Data: 56
# UVM_INFO uvm_scoreboard.sv(69) @ 17640: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 59 --- DUT Read Data: 59
# UVM_INFO uvm_scoreboard.sv(69) @ 17780: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 61 --- DUT Read Data: 61
# UVM_INFO uvm_scoreboard.sv(69) @ 17850: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 44 --- DUT Read Data: 44
# UVM_INFO uvm_scoreboard.sv(69) @ 17920: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 3b --- DUT Read Data: 3b
# UVM_INFO uvm_scoreboard.sv(69) @ 17990: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 11 --- DUT Read Data: 11
# UVM_INFO uvm_scoreboard.sv(69) @ 18060: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 5e --- DUT Read Data: 5e
# UVM_INFO uvm_scoreboard.sv(69) @ 18130: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 1b --- DUT Read Data: 1b
# UVM_INFO uvm_scoreboard.sv(69) @ 18200: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 48 --- DUT Read Data: 48
# UVM_INFO uvm_scoreboard.sv(69) @ 18270: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 42 --- DUT Read Data: 42
# UVM_INFO uvm_scoreboard.sv(69) @ 18340: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 2a --- DUT Read Data: 2a
# UVM_INFO uvm_scoreboard.sv(69) @ 18410: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 2b --- DUT Read Data: 2b
# UVM_INFO uvm_scoreboard.sv(69) @ 18480: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 5 --- DUT Read Data: 5
# UVM_INFO uvm_scoreboard.sv(69) @ 18550: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 51 --- DUT Read Data: 51
# UVM_INFO uvm_scoreboard.sv(69) @ 18620: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 45 --- DUT Read Data: 45
# UVM_INFO uvm_scoreboard.sv(69) @ 18760: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 39 --- DUT Read Data: 39
# UVM_INFO uvm_scoreboard.sv(69) @ 18830: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 5c --- DUT Read Data: 5c
# UVM_INFO uvm_scoreboard.sv(69) @ 19390: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 5e --- DUT Read Data: 5e
# UVM_INFO uvm_scoreboard.sv(69) @ 19460: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 5 --- DUT Read Data: 5
# UVM_INFO uvm_scoreboard.sv(69) @ 19530: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 35 --- DUT Read Data: 35
# UVM_INFO uvm_scoreboard.sv(69) @ 19600: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 43 --- DUT Read Data: 43
# UVM_INFO uvm_scoreboard.sv(69) @ 19670: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 30 --- DUT Read Data: 30
# UVM_INFO uvm_scoreboard.sv(69) @ 19880: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 42 --- DUT Read Data: 42
# UVM_INFO uvm_scoreboard.sv(69) @ 19950: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 18 --- DUT Read Data: 18
# Sorry! Ran out of clock cycles
# ** Note: $finish    : uvm_test_top.sv(94)
#    Time: 20 us  Iteration: 0  Instance: /top
# 1
# Break in Module top at uvm_test_top.sv line 94
