do run.do
# UVM_INFO uvm_scoreboard.sv(69) @ 4550: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: a6 --- DUT Read Data: a6
# UVM_INFO uvm_scoreboard.sv(69) @ 4620: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: a6 --- DUT Read Data: a6
# UVM_INFO uvm_scoreboard.sv(69) @ 4690: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: a6 --- DUT Read Data: a6
# UVM_INFO uvm_scoreboard.sv(69) @ 4760: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 68 --- DUT Read Data: 68
# UVM_INFO uvm_scoreboard.sv(69) @ 4900: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 9b --- DUT Read Data: 9b
# UVM_INFO uvm_scoreboard.sv(69) @ 4970: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 5f --- DUT Read Data: 5f
# UVM_INFO uvm_scoreboard.sv(69) @ 5250: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 2 --- DUT Read Data: 2
# UVM_INFO uvm_scoreboard.sv(69) @ 5320: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 7c --- DUT Read Data: 7c
# UVM_INFO uvm_scoreboard.sv(69) @ 5390: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 92 --- DUT Read Data: 92
# UVM_INFO uvm_scoreboard.sv(69) @ 5460: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 89 --- DUT Read Data: 89
# UVM_INFO uvm_scoreboard.sv(69) @ 5530: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 2f --- DUT Read Data: 2f
# UVM_INFO uvm_scoreboard.sv(69) @ 5600: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 78 --- DUT Read Data: 78
# UVM_INFO uvm_scoreboard.sv(69) @ 5670: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: a1 --- DUT Read Data: a1
# UVM_INFO uvm_scoreboard.sv(69) @ 5880: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 1 --- DUT Read Data: 1
# UVM_INFO uvm_scoreboard.sv(69) @ 5950: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 8d --- DUT Read Data: 8d
# UVM_INFO uvm_scoreboard.sv(69) @ 6160: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 8d --- DUT Read Data: 8d
# UVM_INFO uvm_scoreboard.sv(69) @ 6230: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 8d --- DUT Read Data: 8d
# UVM_INFO uvm_scoreboard.sv(69) @ 6370: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 8d --- DUT Read Data: 8d
# UVM_INFO uvm_scoreboard.sv(69) @ 6440: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 8d --- DUT Read Data: 8d
# UVM_INFO uvm_scoreboard.sv(69) @ 6510: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 8d --- DUT Read Data: 8d
# UVM_INFO uvm_scoreboard.sv(69) @ 6580: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 8d --- DUT Read Data: 8d
# UVM_INFO uvm_scoreboard.sv(69) @ 6650: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 8d --- DUT Read Data: 8d
# UVM_INFO uvm_scoreboard.sv(69) @ 6720: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 8d --- DUT Read Data: 8d
# UVM_INFO uvm_scoreboard.sv(69) @ 6790: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 8d --- DUT Read Data: 8d
# UVM_INFO uvm_scoreboard.sv(69) @ 6860: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 8d --- DUT Read Data: 8d
# UVM_INFO uvm_scoreboard.sv(69) @ 6930: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 8d --- DUT Read Data: 8d
# UVM_INFO uvm_scoreboard.sv(69) @ 7070: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 8d --- DUT Read Data: 8d
# UVM_INFO uvm_scoreboard.sv(69) @ 7140: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 8d --- DUT Read Data: 8d
# UVM_INFO uvm_scoreboard.sv(69) @ 7280: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 8d --- DUT Read Data: 8d
# UVM_INFO uvm_scoreboard.sv(69) @ 7420: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 8d --- DUT Read Data: 8d
# UVM_INFO uvm_scoreboard.sv(69) @ 7490: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 8d --- DUT Read Data: 8d
# UVM_INFO uvm_scoreboard.sv(69) @ 7560: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 8d --- DUT Read Data: 8d
# UVM_INFO uvm_scoreboard.sv(69) @ 7630: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 8d --- DUT Read Data: 8d
# UVM_INFO uvm_scoreboard.sv(69) @ 7700: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 8d --- DUT Read Data: 8d
# UVM_INFO uvm_scoreboard.sv(69) @ 7770: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 8d --- DUT Read Data: 8d
# UVM_INFO uvm_scoreboard.sv(69) @ 7840: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 8d --- DUT Read Data: 8d
# UVM_INFO uvm_scoreboard.sv(69) @ 7980: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 8d --- DUT Read Data: 8d
# UVM_INFO uvm_scoreboard.sv(69) @ 8050: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 8d --- DUT Read Data: 8d
# UVM_INFO uvm_scoreboard.sv(69) @ 8120: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 8d --- DUT Read Data: 8d
# UVM_INFO uvm_scoreboard.sv(69) @ 8190: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 8d --- DUT Read Data: 8d
# UVM_INFO uvm_scoreboard.sv(69) @ 8330: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 8d --- DUT Read Data: 8d
# UVM_INFO uvm_scoreboard.sv(69) @ 8470: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 8d --- DUT Read Data: 8d
# UVM_INFO uvm_scoreboard.sv(69) @ 8540: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 8d --- DUT Read Data: 8d
# UVM_INFO uvm_scoreboard.sv(69) @ 8610: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 8d --- DUT Read Data: 8d
# UVM_INFO uvm_scoreboard.sv(69) @ 8680: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 8d --- DUT Read Data: 8d
# UVM_INFO uvm_scoreboard.sv(69) @ 8750: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 8d --- DUT Read Data: 8d
# UVM_INFO uvm_scoreboard.sv(69) @ 8820: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 8d --- DUT Read Data: 8d
# UVM_INFO uvm_scoreboard.sv(69) @ 8890: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 8d --- DUT Read Data: 8d
# UVM_INFO uvm_scoreboard.sv(69) @ 9030: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 45 --- DUT Read Data: 45
# UVM_INFO uvm_scoreboard.sv(69) @ 9100: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: f7 --- DUT Read Data: f7
# UVM_INFO uvm_scoreboard.sv(69) @ 9170: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 37 --- DUT Read Data: 37
# UVM_INFO uvm_scoreboard.sv(69) @ 9240: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: be --- DUT Read Data: be
# UVM_INFO uvm_scoreboard.sv(69) @ 9310: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: fb --- DUT Read Data: fb
# UVM_INFO uvm_scoreboard.sv(69) @ 9450: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: c --- DUT Read Data: c
# UVM_INFO uvm_scoreboard.sv(69) @ 9940: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 31 --- DUT Read Data: 31
# UVM_INFO uvm_scoreboard.sv(69) @ 10010: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 27 --- DUT Read Data: 27
# UVM_INFO uvm_scoreboard.sv(69) @ 10150: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: aa --- DUT Read Data: aa
# UVM_INFO uvm_scoreboard.sv(69) @ 10220: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: a --- DUT Read Data: a
# UVM_INFO uvm_scoreboard.sv(69) @ 10500: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 2f --- DUT Read Data: 2f
# UVM_INFO uvm_scoreboard.sv(69) @ 11130: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: d1 --- DUT Read Data: d1
# UVM_INFO uvm_scoreboard.sv(69) @ 11270: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: d4 --- DUT Read Data: d4
# UVM_INFO uvm_scoreboard.sv(69) @ 11410: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 5b --- DUT Read Data: 5b
# UVM_INFO uvm_scoreboard.sv(69) @ 11480: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 16 --- DUT Read Data: 16
# UVM_INFO uvm_scoreboard.sv(69) @ 11620: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 56 --- DUT Read Data: 56
# UVM_INFO uvm_scoreboard.sv(69) @ 11690: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 2a --- DUT Read Data: 2a
# UVM_INFO uvm_scoreboard.sv(69) @ 11760: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: a2 --- DUT Read Data: a2
# UVM_INFO uvm_scoreboard.sv(69) @ 11830: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: b7 --- DUT Read Data: b7
# UVM_INFO uvm_scoreboard.sv(69) @ 11900: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: b7 --- DUT Read Data: b7
# UVM_INFO uvm_scoreboard.sv(69) @ 11970: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 10 --- DUT Read Data: 10
# UVM_INFO uvm_scoreboard.sv(69) @ 12320: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 27 --- DUT Read Data: 27
# UVM_INFO uvm_scoreboard.sv(69) @ 12390: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 4d --- DUT Read Data: 4d
# UVM_INFO uvm_scoreboard.sv(69) @ 12460: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: a --- DUT Read Data: a
# UVM_INFO uvm_scoreboard.sv(69) @ 13090: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 27 --- DUT Read Data: 27
# UVM_INFO uvm_scoreboard.sv(69) @ 13160: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 6e --- DUT Read Data: 6e
# UVM_INFO uvm_scoreboard.sv(69) @ 13300: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 6e --- DUT Read Data: 6e
# UVM_INFO uvm_scoreboard.sv(69) @ 13440: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 6e --- DUT Read Data: 6e
# UVM_INFO uvm_scoreboard.sv(69) @ 13510: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 6e --- DUT Read Data: 6e
# UVM_INFO uvm_scoreboard.sv(69) @ 13580: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 6e --- DUT Read Data: 6e
# UVM_INFO uvm_scoreboard.sv(69) @ 13720: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 6e --- DUT Read Data: 6e
# UVM_INFO uvm_scoreboard.sv(69) @ 13790: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 6e --- DUT Read Data: 6e
# UVM_INFO uvm_scoreboard.sv(69) @ 13860: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 6e --- DUT Read Data: 6e
# UVM_INFO uvm_scoreboard.sv(69) @ 13930: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 6e --- DUT Read Data: 6e
# UVM_INFO uvm_scoreboard.sv(69) @ 14000: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 6e --- DUT Read Data: 6e
# UVM_INFO uvm_scoreboard.sv(69) @ 14070: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 6e --- DUT Read Data: 6e
# UVM_INFO uvm_scoreboard.sv(69) @ 14210: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 6e --- DUT Read Data: 6e
# UVM_INFO uvm_scoreboard.sv(69) @ 14350: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 6e --- DUT Read Data: 6e
# UVM_INFO uvm_scoreboard.sv(69) @ 14420: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 6e --- DUT Read Data: 6e
# UVM_INFO uvm_scoreboard.sv(69) @ 14630: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 6e --- DUT Read Data: 6e
# UVM_INFO uvm_scoreboard.sv(69) @ 15190: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 6e --- DUT Read Data: 6e
# UVM_INFO uvm_scoreboard.sv(69) @ 15330: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 6e --- DUT Read Data: 6e
# UVM_INFO uvm_scoreboard.sv(69) @ 15470: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 6e --- DUT Read Data: 6e
# UVM_INFO uvm_scoreboard.sv(69) @ 15540: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 6e --- DUT Read Data: 6e
# UVM_INFO uvm_scoreboard.sv(69) @ 15610: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 6e --- DUT Read Data: 6e
# UVM_INFO uvm_scoreboard.sv(69) @ 15680: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 6e --- DUT Read Data: 6e
# UVM_INFO uvm_scoreboard.sv(69) @ 15750: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 6e --- DUT Read Data: 6e
# UVM_INFO uvm_scoreboard.sv(69) @ 15820: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 6e --- DUT Read Data: 6e
# UVM_INFO uvm_scoreboard.sv(69) @ 15890: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 6e --- DUT Read Data: 6e
# UVM_INFO uvm_scoreboard.sv(69) @ 15960: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 6e --- DUT Read Data: 6e
# UVM_INFO uvm_scoreboard.sv(69) @ 16030: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 6e --- DUT Read Data: 6e
# UVM_INFO uvm_scoreboard.sv(69) @ 16100: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 6e --- DUT Read Data: 6e
# UVM_INFO uvm_scoreboard.sv(69) @ 16170: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 6e --- DUT Read Data: 6e
# UVM_INFO uvm_scoreboard.sv(69) @ 16380: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 6e --- DUT Read Data: 6e
# UVM_INFO uvm_scoreboard.sv(69) @ 16450: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 6e --- DUT Read Data: 6e
# UVM_INFO uvm_scoreboard.sv(69) @ 16520: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 6e --- DUT Read Data: 6e
# UVM_INFO uvm_scoreboard.sv(69) @ 16730: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 6e --- DUT Read Data: 6e
# UVM_INFO uvm_scoreboard.sv(69) @ 16800: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 6e --- DUT Read Data: 6e
# UVM_INFO uvm_scoreboard.sv(69) @ 16870: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 6e --- DUT Read Data: 6e
# UVM_INFO uvm_scoreboard.sv(69) @ 16940: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: b8 --- DUT Read Data: b8
# UVM_INFO uvm_scoreboard.sv(69) @ 17010: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 5e --- DUT Read Data: 5e
# UVM_INFO uvm_scoreboard.sv(69) @ 17080: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 2 --- DUT Read Data: 2
# UVM_INFO uvm_scoreboard.sv(69) @ 17150: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 8d --- DUT Read Data: 8d
# UVM_INFO uvm_scoreboard.sv(69) @ 17220: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 88 --- DUT Read Data: 88
# UVM_INFO uvm_scoreboard.sv(69) @ 17500: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: a9 --- DUT Read Data: a9
# UVM_INFO uvm_scoreboard.sv(69) @ 17570: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: f6 --- DUT Read Data: f6
# UVM_INFO uvm_scoreboard.sv(69) @ 17640: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: f6 --- DUT Read Data: f6
# UVM_INFO uvm_scoreboard.sv(69) @ 17780: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: e0 --- DUT Read Data: e0
# UVM_INFO uvm_scoreboard.sv(69) @ 17850: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 43 --- DUT Read Data: 43
# UVM_INFO uvm_scoreboard.sv(69) @ 17920: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: ba --- DUT Read Data: ba
# UVM_INFO uvm_scoreboard.sv(69) @ 17990: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 90 --- DUT Read Data: 90
# UVM_INFO uvm_scoreboard.sv(69) @ 18060: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 66 --- DUT Read Data: 66
# UVM_INFO uvm_scoreboard.sv(69) @ 18130: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 9a --- DUT Read Data: 9a
# UVM_INFO uvm_scoreboard.sv(69) @ 18200: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 47 --- DUT Read Data: 47
# UVM_INFO uvm_scoreboard.sv(69) @ 18270: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 41 --- DUT Read Data: 41
# UVM_INFO uvm_scoreboard.sv(69) @ 18340: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: a9 --- DUT Read Data: a9
# UVM_INFO uvm_scoreboard.sv(69) @ 18410: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: aa --- DUT Read Data: aa
# UVM_INFO uvm_scoreboard.sv(69) @ 18480: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 4 --- DUT Read Data: 4
# UVM_INFO uvm_scoreboard.sv(69) @ 18550: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 50 --- DUT Read Data: 50
# UVM_INFO uvm_scoreboard.sv(69) @ 18620: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 44 --- DUT Read Data: 44
# UVM_INFO uvm_scoreboard.sv(69) @ 18760: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 38 --- DUT Read Data: 38
# UVM_INFO uvm_scoreboard.sv(69) @ 18830: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: f6 --- DUT Read Data: f6
# UVM_INFO uvm_scoreboard.sv(69) @ 19390: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 5d --- DUT Read Data: 5d
# UVM_INFO uvm_scoreboard.sv(69) @ 19460: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 4 --- DUT Read Data: 4
# UVM_INFO uvm_scoreboard.sv(69) @ 19530: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 34 --- DUT Read Data: 34
# UVM_INFO uvm_scoreboard.sv(69) @ 19600: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: ff --- DUT Read Data: ff
# UVM_INFO uvm_scoreboard.sv(69) @ 19670: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 64 --- DUT Read Data: 64
# UVM_INFO uvm_scoreboard.sv(69) @ 19880: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: c1 --- DUT Read Data: c1
# UVM_INFO uvm_scoreboard.sv(69) @ 19950: uvm_test_top.env.scb [SCOREBOARD] MATCH Expected Data: 97 --- DUT Read Data: 97
# Sorry! Ran out of clock cycles
# ** Note: $finish    : uvm_test_top.sv(96)
#    Time: 20 us  Iteration: 0  Instance: /top
# 1
# Break in Module top at uvm_test_top.sv line 96
# QuestaSim-64 vcover 2023.3 Coverage Utility 2023.07 Jul 17 2023
# Start time: 00:13:08 on Jun 05,2024
# vcover report -details -codeAll -html file1 
# End time: 00:13:14 on Jun 05,2024, Elapsed time: 0:00:06
# Errors: 0, Warnings: 0
coverage report -assert -binrhs -details -cvg
# Coverage Report by instance with details
# 
# =================================================================================
# === Instance: /uvm_test_top_sv_unit
# === Design Unit: work.uvm_test_top_sv_unit
# =================================================================================
# 
# Assertion Coverage:
#     Assertions                       2         2         0   100.00%
# --------------------------------------------------------------------
# Name                 File(Line)                   Failure      Pass 
#                                                   Count        Count
# --------------------------------------------------------------------
# /uvm_test_top_sv_unit/write_sequence/body/#ublk#268143620#19/immed__21
#                      uvm_wr_sequence.sv(21)             0          1
# /uvm_test_top_sv_unit/read_sequence/body/#ublk#268143620#19/immed__21
#                      uvm_rd_sequence.sv(21)             0          1
# 
# Covergroup Coverage:
#     Covergroups                      2        na        na   100.00%
#         Coverpoints/Crosses          4        na        na        na
#             Covergroup Bins          4         4         0   100.00%
# -----------------------------------------------------------------------------------------------------------------------------------
# Covergroup                                         RHS                           Metric       Goal       Bins    Status               
#                                                                                                                                    
# -----------------------------------------------------------------------------------------------------------------------------------
#  TYPE /uvm_test_top_sv_unit/wr_fifo_coverage/FIFO_coverage 
#                                                                                 100.00%        100          -    Covered              
#     covered/total bins:                                                               2          2          -                      
#     missing/total bins:                                                               0          2          -                      
#     % Hit:                                                                      100.00%        100          -                      
#     Coverpoint #coverpoint__0#                                                  100.00%        100          -    Covered              
#         covered/total bins:                                                           1          1          -                      
#         missing/total bins:                                                           0          1          -                      
#         % Hit:                                                                  100.00%        100          -                      
#         bin data_bin[255]                          255                                1          1          -    Covered              
#     Coverpoint wFull                                                            100.00%        100          -    Covered              
#         covered/total bins:                                                           1          1          -                      
#         missing/total bins:                                                           0          1          -                      
#         % Hit:                                                                  100.00%        100          -                      
#         bin full_bin[0]                            0                                471          1          -    Covered              
#  Covergroup instance \/uvm_test_top_sv_unit::wr_fifo_coverage::FIFO_coverage  
#                                                                                 100.00%        100          -    Covered              
#     covered/total bins:                                                               2          2          -                      
#     missing/total bins:                                                               0          2          -                      
#     % Hit:                                                                      100.00%        100          -                      
#     Coverpoint #coverpoint__0#                                                  100.00%        100          -    Covered              
#         covered/total bins:                                                           1          1          -                      
#         missing/total bins:                                                           0          1          -                      
#         % Hit:                                                                  100.00%        100          -                      
#         bin data_bin[255]                          255                                1          1          -    Covered              
#     Coverpoint wFull                                                            100.00%        100          -    Covered              
#         covered/total bins:                                                           1          1          -                      
#         missing/total bins:                                                           0          1          -                      
#         % Hit:                                                                  100.00%        100          -                      
#         bin full_bin[0]                            0                                471          1          -    Covered              
#  TYPE /uvm_test_top_sv_unit/fifo_read_coverage/FIFO_coverage 
#                                                                                 100.00%        100          -    Covered              
#     covered/total bins:                                                               2          2          -                      
#     missing/total bins:                                                               0          2          -                      
#     % Hit:                                                                      100.00%        100          -                      
#     Coverpoint #coverpoint__0#                                                  100.00%        100          -    Covered              
#         covered/total bins:                                                           1          1          -                      
#         missing/total bins:                                                           0          1          -                      
#         % Hit:                                                                  100.00%        100          -                      
#         bin data_bin[255]                          255                                1          1          -    Covered              
#     Coverpoint rEmpty                                                           100.00%        100          -    Covered              
#         covered/total bins:                                                           1          1          -                      
#         missing/total bins:                                                           0          1          -                      
#         % Hit:                                                                  100.00%        100          -                      
#         bin empty_bin[0]                           0                                179          1          -    Covered              
#  Covergroup instance \/uvm_test_top_sv_unit::fifo_read_coverage::FIFO_coverage  
#                                                                                 100.00%        100          -    Covered              
#     covered/total bins:                                                               2          2          -                      
#     missing/total bins:                                                               0          2          -                      
#     % Hit:                                                                      100.00%        100          -                      
#     Coverpoint #coverpoint__0#                                                  100.00%        100          -    Covered              
#         covered/total bins:                                                           1          1          -                      
#         missing/total bins:                                                           0          1          -                      
#         % Hit:                                                                  100.00%        100          -                      
#         bin data_bin[255]                          255                                1          1          -    Covered              
#     Coverpoint rEmpty                                                           100.00%        100          -    Covered              
#         covered/total bins:                                                           1          1          -                      
#         missing/total bins:                                                           0          1          -                      
#         % Hit:                                                                  100.00%        100          -                      
#         bin empty_bin[0]                           0                                179          1          -    Covered              
# 
# COVERGROUP COVERAGE:
# -----------------------------------------------------------------------------------------------------------------------------------
# Covergroup                                         RHS                           Metric       Goal       Bins    Status               
#                                                                                                                                    
# -----------------------------------------------------------------------------------------------------------------------------------
#  TYPE /uvm_test_top_sv_unit/wr_fifo_coverage/FIFO_coverage 
#                                                                                 100.00%        100          -    Covered              
#     covered/total bins:                                                               2          2          -                      
#     missing/total bins:                                                               0          2          -                      
#     % Hit:                                                                      100.00%        100          -                      
#     Coverpoint #coverpoint__0#                                                  100.00%        100          -    Covered              
#         covered/total bins:                                                           1          1          -                      
#         missing/total bins:                                                           0          1          -                      
#         % Hit:                                                                  100.00%        100          -                      
#         bin data_bin[255]                          255                                1          1          -    Covered              
#     Coverpoint wFull                                                            100.00%        100          -    Covered              
#         covered/total bins:                                                           1          1          -                      
#         missing/total bins:                                                           0          1          -                      
#         % Hit:                                                                  100.00%        100          -                      
#         bin full_bin[0]                            0                                471          1          -    Covered              
#  Covergroup instance \/uvm_test_top_sv_unit::wr_fifo_coverage::FIFO_coverage  
#                                                                                 100.00%        100          -    Covered              
#     covered/total bins:                                                               2          2          -                      
#     missing/total bins:                                                               0          2          -                      
#     % Hit:                                                                      100.00%        100          -                      
#     Coverpoint #coverpoint__0#                                                  100.00%        100          -    Covered              
#         covered/total bins:                                                           1          1          -                      
#         missing/total bins:                                                           0          1          -                      
#         % Hit:                                                                  100.00%        100          -                      
#         bin data_bin[255]                          255                                1          1          -    Covered              
#     Coverpoint wFull                                                            100.00%        100          -    Covered              
#         covered/total bins:                                                           1          1          -                      
#         missing/total bins:                                                           0          1          -                      
#         % Hit:                                                                  100.00%        100          -                      
#         bin full_bin[0]                            0                                471          1          -    Covered              
#  TYPE /uvm_test_top_sv_unit/fifo_read_coverage/FIFO_coverage 
#                                                                                 100.00%        100          -    Covered              
#     covered/total bins:                                                               2          2          -                      
#     missing/total bins:                                                               0          2          -                      
#     % Hit:                                                                      100.00%        100          -                      
#     Coverpoint #coverpoint__0#                                                  100.00%        100          -    Covered              
#         covered/total bins:                                                           1          1          -                      
#         missing/total bins:                                                           0          1          -                      
#         % Hit:                                                                  100.00%        100          -                      
#         bin data_bin[255]                          255                                1          1          -    Covered              
#     Coverpoint rEmpty                                                           100.00%        100          -    Covered              
